date,timestamp,hour,minute_of_day,day_of_week,is_weekend,station_id,base_demand,modifier,demand_final,station_total,crowd_level,special_event_type,event_flag,holiday_flag,headway_seconds
9/21/2025,9/21/2025 6:00,6,360,6,0,S1,0.078565501,1,0.078565501,108,Low,None,0,0,660
9/21/2025,9/21/2025 6:01,6,361,6,0,S1,0.08030195,1,0.08030195,110,Low,None,0,0,660
9/21/2025,9/21/2025 6:02,6,362,6,0,S1,0.082128086,1,0.082128086,113,Low,None,0,0,660
9/21/2025,9/21/2025 6:03,6,363,6,0,S1,0.084047455,1,0.084047455,115,Low,None,0,0,660
9/21/2025,9/21/2025 6:04,6,364,6,0,S1,0.086063676,1,0.086063676,118,Low,None,0,0,660
9/21/2025,9/21/2025 6:05,6,365,6,0,S1,0.088180434,1,0.088180434,121,Low,None,0,0,660
9/21/2025,9/21/2025 6:06,6,366,6,0,S1,0.090401479,1,0.090401479,124,Low,None,0,0,660
9/21/2025,9/21/2025 6:07,6,367,6,0,S1,0.092730621,1,0.092730621,127,Low,None,0,0,660
9/21/2025,9/21/2025 6:08,6,368,6,0,S1,0.095171725,1,0.095171725,131,Low,None,0,0,660
9/21/2025,9/21/2025 6:09,6,369,6,0,S1,0.097728708,1,0.097728708,134,Low,None,0,0,660
9/21/2025,9/21/2025 6:10,6,370,6,0,S1,0.1004055333627536,1,0.1004055333627536,138,Low,None,0,0,660
9/21/2025,9/21/2025 6:11,6,371,6,0,S1,0.1032062053822325,1,0.1032062053822325,142,Low,None,0,0,660
9/21/2025,9/21/2025 6:12,6,372,6,0,S1,0.1061347628341337,1,0.1061347628341337,146,Low,None,0,0,660
9/21/2025,9/21/2025 6:13,6,373,6,0,S1,0.1091952734739325,1,0.1091952734739325,150,Low,None,0,0,660
9/21/2025,9/21/2025 6:14,6,374,6,0,S1,0.1123918271307013,1,0.1123918271307013,154,Low,None,0,0,660
9/21/2025,9/21/2025 6:15,6,375,6,0,S1,0.1157285286165304,1,0.1157285286165304,159,Low,None,0,0,660
9/21/2025,9/21/2025 6:16,6,376,6,0,S1,0.1192094902133194,1,0.1192094902133194,164,Low,None,0,0,660
9/21/2025,9/21/2025 6:17,6,377,6,0,S1,0.1228388237369676,1,0.1228388237369676,169,Low,None,0,0,660
9/21/2025,9/21/2025 6:18,6,378,6,0,S1,0.1266206321804935,1,0.1266206321804935,174,Low,None,0,0,660
9/21/2025,9/21/2025 6:19,6,379,6,0,S1,0.130559001,1,0.130559001,179,Low,None,0,0,660
9/21/2025,9/21/2025 6:20,6,380,6,0,S1,0.1346579886225299,1,0.1346579886225299,185,Low,None,0,0,660
9/21/2025,9/21/2025 6:21,6,381,6,0,S1,0.1389216174593863,1,0.1389216174593863,191,Low,None,0,0,660
9/21/2025,9/21/2025 6:22,6,382,6,0,S1,0.143353863,1,0.143353863,197,Low,None,0,0,660
9/21/2025,9/21/2025 6:23,6,383,6,0,S1,0.1479586452573397,1,0.1479586452573397,203,Low,None,0,0,660
9/21/2025,9/21/2025 6:24,6,384,6,0,S1,0.1527398149024943,1,0.1527398149024943,210,Low,None,0,0,660
9/21/2025,9/21/2025 6:25,6,385,6,0,S1,0.1577011451900321,1,0.1577011451900321,217,Low,None,0,0,660
9/21/2025,9/21/2025 6:26,6,386,6,0,S1,0.1628463189671638,1,0.1628463189671638,224,Low,None,0,0,660
9/21/2025,9/21/2025 6:27,6,387,6,0,S1,0.1681789171817805,1,0.1681789171817805,231,Low,None,0,0,660
9/21/2025,9/21/2025 6:28,6,388,6,0,S1,0.1737024067768549,1,0.1737024067768549,239,Low,None,0,0,660
9/21/2025,9/21/2025 6:29,6,389,6,0,S1,0.1794201282977755,1,0.1794201282977755,246,Low,None,0,0,660
9/21/2025,9/21/2025 6:30,6,390,6,0,S1,0.1853352832366127,1,0.1853352832366127,254,Low,None,0,0,660
9/21/2025,9/21/2025 6:31,6,391,6,0,S1,0.1914509211393686,1,0.1914509211393686,263,Low,None,0,0,660
9/21/2025,9/21/2025 6:32,6,392,6,0,S1,0.1977699265043177,1,0.1977699265043177,272,Low,None,0,0,660
9/21/2025,9/21/2025 6:33,6,393,6,0,S1,0.2042950055015683,1,0.2042950055015683,281,Low,None,0,0,660
9/21/2025,9/21/2025 6:34,6,394,6,0,S1,0.2110286725459804,1,0.2110286725459804,290,Low,None,0,0,660
9/21/2025,9/21/2025 6:35,6,395,6,0,S1,0.2179732367575336,1,0.2179732367575336,299,Low,None,0,0,660
9/21/2025,9/21/2025 6:36,6,396,6,0,S1,0.2251307883451509,1,0.2251307883451509,309,Low,None,0,0,660
9/21/2025,9/21/2025 6:37,6,397,6,0,S1,0.2325031849518363,1,0.2325031849518363,319,Low,None,0,0,660
9/21/2025,9/21/2025 6:38,6,398,6,0,S1,0.2400920380007587,1,0.2400920380007587,330,Low,None,0,0,660
9/21/2025,9/21/2025 6:39,6,399,6,0,S1,0.2478986990836146,1,0.2478986990836146,340,Low,None,0,0,660
9/21/2025,9/21/2025 6:40,6,400,6,0,S1,0.2559242464341987,1,0.2559242464341987,351,Low,None,0,0,660
9/21/2025,9/21/2025 6:41,6,401,6,0,S1,0.2641694715316088,1,0.2641694715316088,363,Low,None,0,0,660
9/21/2025,9/21/2025 6:42,6,402,6,0,S1,0.2726348658788909,1,0.2726348658788909,374,Low,None,0,0,660
9/21/2025,9/21/2025 6:43,6,403,6,0,S1,0.2813206080041767,1,0.2813206080041767,386,Low,None,0,0,660
9/21/2025,9/21/2025 6:44,6,404,6,0,S1,0.2902265507324824,1,0.2902265507324824,399,Low,None,0,0,660
9/21/2025,9/21/2025 6:45,6,405,6,0,S1,0.2993522087772962,1,0.2993522087772962,411,Low,None,0,0,660
9/21/2025,9/21/2025 6:46,6,406,6,0,S1,0.308696747,1,0.308696747,424,Low,None,0,0,660
9/21/2025,9/21/2025 6:47,6,407,6,0,S1,0.3182589673008851,1,0.3182589673008851,437,Low,None,0,0,660
9/21/2025,9/21/2025 6:48,6,408,6,0,S1,0.3280373,1,0.3280373,450,Low,None,0,0,660
9/21/2025,9/21/2025 6:49,6,409,6,0,S1,0.3380297924974456,1,0.3380297924974456,464,Low,None,0,0,660
9/21/2025,9/21/2025 6:50,6,410,6,0,S1,0.3482340961814215,1,0.3482340961814215,478,Low,None,0,0,660
9/21/2025,9/21/2025 6:51,6,411,6,0,S1,0.3586474612366189,1,0.3586474612366189,492,Low,None,0,0,660
9/21/2025,9/21/2025 6:52,6,412,6,0,S1,0.3692667256288431,1,0.3692667256288431,507,Low,None,0,0,660
9/21/2025,9/21/2025 6:53,6,413,6,0,S1,0.3800883075351398,1,0.3800883075351398,522,Low,None,0,0,660
9/21/2025,9/21/2025 6:54,6,414,6,0,S1,0.3911081980965921,1,0.3911081980965921,537,Low,None,0,0,660
9/21/2025,9/21/2025 6:55,6,415,6,0,S1,0.4023219549954969,1,0.4023219549954969,552,Low,None,0,0,660
9/21/2025,9/21/2025 6:56,6,416,6,0,S1,0.4137246969042016,1,0.4137246969042016,568,Low,None,0,0,660
9/21/2025,9/21/2025 6:57,6,417,6,0,S1,0.4253110988513995,1,0.4253110988513995,584,Low,None,0,0,660
9/21/2025,9/21/2025 6:58,6,418,6,0,S1,0.4370753885499897,1,0.4370753885499897,600,Low,None,0,0,660
9/21/2025,9/21/2025 6:59,6,419,6,0,S1,0.449011344,1,0.449011344,617,Low,None,0,0,660
9/21/2025,9/21/2025 7:00,7,420,6,0,S1,0.4611122905071874,1,0.4611122905071874,633,Low,None,0,0,660
9/21/2025,9/21/2025 7:01,7,421,6,0,S1,0.4733711028530494,1,0.4733711028530494,650,Low,None,0,0,660
9/21/2025,9/21/2025 7:02,7,422,6,0,S1,0.4857802031543156,1,0.4857802031543156,667,Low,None,0,0,660
9/21/2025,9/21/2025 7:03,7,423,6,0,S1,0.498331564,1,0.498331564,684,Low,None,0,0,660
9/21/2025,9/21/2025 7:04,7,424,6,0,S1,0.5110167107835354,1,0.5110167107835354,702,Low,None,0,0,660
9/21/2025,9/21/2025 7:05,7,425,6,0,S1,0.523826726,1,0.523826726,719,Low,None,0,0,660
9/21/2025,9/21/2025 7:06,7,426,6,0,S1,0.5367522559599717,1,0.5367522559599717,737,Low,None,0,0,660
9/21/2025,9/21/2025 7:07,7,427,6,0,S1,0.5497835137030316,1,0.5497835137030316,755,Low,None,0,0,660
9/21/2025,9/21/2025 7:08,7,428,6,0,S1,0.5629102907232947,1,0.5629102907232947,773,Low,None,0,0,660
9/21/2025,9/21/2025 7:09,7,429,6,0,S1,0.5761219640934566,1,0.5761219640934566,791,Low,None,0,0,660
9/21/2025,9/21/2025 7:10,7,430,6,0,S1,0.5894075072376266,1,0.5894075072376266,809,Low,None,0,0,660
9/21/2025,9/21/2025 7:11,7,431,6,0,S1,0.6027555015877842,1,0.6027555015877842,828,Low,None,0,0,660
9/21/2025,9/21/2025 7:12,7,432,6,0,S1,0.6161541495171976,1,0.6161541495171976,846,Low,None,0,0,660
9/21/2025,9/21/2025 7:13,7,433,6,0,S1,0.6295912885442627,1,0.6295912885442627,864,Low,None,0,0,660
9/21/2025,9/21/2025 7:14,7,434,6,0,S1,0.6430544067956073,1,0.6430544067956073,883,Low,None,0,0,660
9/21/2025,9/21/2025 7:15,7,435,6,0,S1,0.6565306597126335,1,0.6565306597126335,901,Low,None,0,0,660
9/21/2025,9/21/2025 7:16,7,436,6,0,S1,0.6700068879809459,1,0.6700068879809459,920,Low,None,0,0,660
9/21/2025,9/21/2025 7:17,7,437,6,0,S1,0.6834696366573507,1,0.6834696366573507,938,Low,None,0,0,660
9/21/2025,9/21/2025 7:18,7,438,6,0,S1,0.6969051754643524,1,0.6969051754643524,957,Low,None,0,0,660
9/21/2025,9/21/2025 7:19,7,439,6,0,S1,0.7102995202173131,1,0.7102995202173131,975,Low,None,0,0,660
9/21/2025,9/21/2025 7:20,7,440,6,0,S1,0.7236384553447268,1,0.7236384553447268,994,Low,None,0,0,660
9/21/2025,9/21/2025 7:21,7,441,6,0,S1,0.7369075574573878,1,0.7369075574573878,1012,Low,None,0,0,660
9/21/2025,9/21/2025 7:22,7,442,6,0,S1,0.7500922199176513,1,0.7500922199176513,1030,Low,None,0,0,660
9/21/2025,9/21/2025 7:23,7,443,6,0,S1,0.763177678,1,0.763177678,1048,Low,None,0,0,660
9/21/2025,9/21/2025 7:24,7,444,6,0,S1,0.7761490370736909,1,0.7761490370736909,1066,Low,None,0,0,660
9/21/2025,9/21/2025 7:25,7,445,6,0,S1,0.7889912962803088,1,0.7889912962803088,1083,Low,None,0,0,660
9/21/2025,9/21/2025 7:26,7,446,6,0,S1,0.8016893800824371,1,0.8016893800824371,1101,Low,None,0,0,660
9/21/2025,9/21/2025 7:27,7,447,6,0,S1,0.8142281651714905,1,0.8142281651714905,1118,Low,None,0,0,660
9/21/2025,9/21/2025 7:28,7,448,6,0,S1,0.8265925101265281,1,0.8265925101265281,1135,Low,None,0,0,660
