timestamp,station_id,base_demand,base_demand_norm
7/1/2025 6:00,S1,0.21055056276161765,0.21055056276161765
7/1/2025 6:01,S1,0.21666286423736936,0.21666286423736936
7/1/2025 6:02,S1,0.223090861,0.223090861
7/1/2025 6:03,S1,0.22984704066579023,0.22984704066579023
7/1/2025 6:04,S1,0.23694413817325696,0.23694413817325696
7/1/2025 6:05,S1,0.24439512697788685,0.24439512697788685
7/1/2025 6:06,S1,0.2522132056370556,0.2522132056370556
7/1/2025 6:07,S1,0.2604117844375519,0.2604117844375519
7/1/2025 6:08,S1,0.2690044704678322,0.2690044704678322
7/1/2025 6:09,S1,0.2780050513263396,0.2780050513263396
7/1/2025 6:10,S1,0.28742747743689506,0.28742747743689506
7/1/2025 6:11,S1,0.2972858429454614,0.2972858429454614
7/1/2025 6:12,S1,0.30759436517615396,0.30759436517615396
7/1/2025 6:13,S1,0.3183673626282464,0.3183673626282464
7/1/2025 6:14,S1,0.3296192315000734,0.3296192315000734
7/1/2025 6:15,S1,0.341364421,0.341364421
7/1/2025 6:16,S1,0.35361740555089166,0.35361740555089166
7/1/2025 6:17,S1,0.3663926595541348,0.3663926595541348
7/1/2025 6:18,S1,0.3797046252753478,0.3797046252753478
7/1/2025 6:19,S1,0.39356768330594427,0.39356768330594427
7/1/2025 6:20,S1,0.40799611995132096,0.40799611995132096
7/1/2025 6:21,S1,0.4230040934570587,0.4230040934570587
7/1/2025 6:22,S1,0.4386055988323171,0.4386055988323171
7/1/2025 6:23,S1,0.45481443130586363,0.45481443130586363
7/1/2025 6:24,S1,0.47164414845681363,0.47164414845681363
7/1/2025 6:25,S1,0.4891080310689535,0.4891080310689535
7/1/2025 6:26,S1,0.5072190427644656,0.5072190427644656
7/1/2025 6:27,S1,0.5259897884799265,0.5259897884799265
7/1/2025 6:28,S1,0.5454324718546005,0.5454324718546005
7/1/2025 6:29,S1,0.565558852,0.565558852
7/1/2025 6:30,S1,0.5863801969929806,0.5863801969929806
7/1/2025 6:31,S1,0.6079072424107026,0.6079072424107026
7/1/2025 6:32,S1,0.6301501412953492,0.6301501412953492
7/1/2025 6:33,S1,0.6531184193657021,0.6531184193657021
7/1/2025 6:34,S1,0.6768209273620696,0.6768209273620696
7/1/2025 6:35,S1,0.701265793,0.701265793
7/1/2025 6:36,S1,0.726460375,0.726460375
7/1/2025 6:37,S1,0.7524112110308429,0.7524112110308429
7/1/2025 6:38,S1,0.779123974,0.779123974
7/1/2025 6:39,S1,0.8066034207748698,0.8066034207748698
7/1/2025 6:40,S1,0.8348533474490346,0.8348533474490346
7/1/2025 6:41,S1,0.8638765397920484,0.8638765397920484
7/1/2025 6:42,S1,0.8936747278946364,0.8936747278946364
7/1/2025 6:43,S1,0.92424854,0.92424854
7/1/2025 6:44,S1,0.9555974585796853,0.9555974585796853
7/1/2025 6:45,S1,0.9877197748976936,0.9877197748976936
7/1/2025 6:46,S1,1.0206125483925608,1.0206125483925608
7/1/2025 6:47,S1,1.0542715649014156,1.0542715649014156
7/1/2025 6:48,S1,1.0886912975979888,1.0886912975979888
7/1/2025 6:49,S1,1.1238648695942846,1.1238648695942846
7/1/2025 6:50,S1,1.1597840185625103,1.1597840185625103
7/1/2025 6:51,S1,1.1964390635575541,1.1964390635575541
7/1/2025 6:52,S1,1.2338188742190732,1.2338188742190732
7/1/2025 6:53,S1,1.2719108425302934,1.2719108425302934
7/1/2025 6:54,S1,1.310700857307858,1.310700857307858
7/1/2025 6:55,S1,1.3501732815934882,1.3501732815934882
7/1/2025 6:56,S1,1.390310933113888,1.390310933113888
7/1/2025 6:57,S1,1.4310950679701087,1.4310950679701087
7/1/2025 6:58,S1,1.472505367711612,1.472505367711612
7/1/2025 6:59,S1,1.514519929943448,1.514519929943448
7/1/2025 7:00,S1,1.5571152626073124,1.5571152626073124
7/1/2025 7:01,S1,1.600266282,1.600266282
7/1/2025 7:02,S1,1.6439463151340863,1.6439463151340863
7/1/2025 7:03,S1,1.6881271051086904,1.6881271051086904
7/1/2025 7:04,S1,1.7327788220013096,1.7327788220013096
7/1/2025 7:05,S1,1.7778700769628362,1.7778700769628362
7/1/2025 7:06,S1,1.8233679410395496,1.8233679410395496
7/1/2025 7:07,S1,1.8692379683060631,1.8692379683060631
7/1/2025 7:08,S1,1.9154442234302653,1.9154442234302653
7/1/2025 7:09,S1,1.9619493137083772,1.9619493137083772
7/1/2025 7:10,S1,2.0087144255936518,2.0087144255936518
7/1/2025 7:11,S1,2.0556993657271105,2.0556993657271105
7/1/2025 7:12,S1,2.102862606463185,2.102862606463185
7/1/2025 7:13,S1,2.150161335867246,2.150161335867246
7/1/2025 7:14,S1,2.1975515121457385,2.1975515121457385
7/1/2025 7:15,S1,2.2449879224532343,2.2449879224532343
7/1/2025 7:16,S1,2.2924242460040323,2.2924242460040323
7/1/2025 7:17,S1,2.3398131213992177,2.3398131213992177
