timestamp,station_id,base_demand,base_demand_norm
2025-09-23 06:00:00,S1,0.07856550078455038,0.07482428646147656
2025-09-23 06:01:00,S1,0.08030195006743437,0.07647804768327084
2025-09-23 06:02:00,S1,0.08212808557480414,0.07821722435695631
2025-09-23 06:03:00,S1,0.08404745473459933,0.08004519498533269
2025-09-23 06:04:00,S1,0.08606367561740236,0.081965405349907
2025-09-23 06:05:00,S1,0.08818043380053579,0.0839813655243198
2025-09-23 06:06:00,S1,0.09040147887416325,0.08609664654682214
2025-09-23 06:07:00,S1,0.09273062057884962,0.08831487674176154
2025-09-23 06:08:00,S1,0.09517172456472464,0.09063973768069013
2025-09-23 06:09:00,S1,0.09772870776316414,0.09307495977444204
2025-09-23 06:10:00,S1,0.10040553336275362,0.09562431748833677
2025-09-23 06:11:00,S1,0.10320620538223257,0.09829162417355483
2025-09-23 06:12:00,S1,0.10613476283413373,0.10108072650869879
2025-09-23 06:13:00,S1,0.1091952734739325,0.10399549854660238
2025-09-23 06:14:00,S1,0.11239182713070131,0.10703983536257267
2025-09-23 06:15:00,S1,0.11572852861653045,0.11021764630145757
2025-09-23 06:16:00,S1,0.11920949021331946,0.113532847822209
2025-09-23 06:17:00,S1,0.12283882373696764,0.11698935593996918
2025-09-23 06:18:00,S1,0.12662063218049352,0.12059107826713668
2025-09-23 06:19:00,S1,0.13055900093918504,0.1243419056563667
2025-09-23 06:20:00,S1,0.13465798862252992,0.1282457034500285
2025-09-23 06:21:00,S1,0.1389216174593863,0.13230630234227267
2025-09-23 06:22:00,S1,0.14335386330462904,0.13652748886155147
2025-09-23 06:23:00,S1,0.14795864525733976,0.14091299548318073
2025-09-23 06:24:00,S1,0.15273981490249433,0.14546649038332793
2025-09-23 06:25:00,S1,0.15770114519003212,0.15019156684764962
2025-09-23 06:26:00,S1,0.16284631896716384,0.15509173234967985
2025-09-23 06:27:00,S1,0.16817891718178052,0.16017039731598143
2025-09-23 06:28:00,S1,0.1737024067768549,0.16543086359700465
2025-09-23 06:29:00,S1,0.17942012829777554,0.1708763126645481
2025-09-23 06:30:00,S1,0.1853352832366127,0.17650979355867874
2025-09-23 06:31:00,S1,0.19145092113936862,0.1823342106089225
2025-09-23 06:32:00,S1,0.19776992650431774,0.18835231095649307
2025-09-23 06:33:00,S1,0.20429500550156832,0.19456667190625554
2025-09-23 06:34:00,S1,0.21102867254598046,0.200979688139029
2025-09-23 06:35:00,S1,0.2179732367575336,0.20759355881669866
2025-09-23 06:36:00,S1,0.22513078834515093,0.21441027461442946
2025-09-23 06:37:00,S1,0.2325031849518363,0.22143160471603457
2025-09-23 06:38:00,S1,0.24009203800075873,0.2286590838102464
2025-09-23 06:39:00,S1,0.24789869908361467,0.23609399912725207
2025-09-23 06:40:00,S1,0.25592424643419875,0.24373737755637975
2025-09-23 06:41:00,S1,0.26416947153160886,0.2515899728872465
2025-09-23 06:42:00,S1,0.2726348658788909,0.25965225321799135
2025-09-23 06:43:00,S1,0.2813206080041767,0.26792438857540635
2025-09-23 06:44:00,S1,0.29022655073248244,0.27640623879284043
2025-09-23 06:45:00,S1,0.2993522087772962,0.28509734169266304
2025-09-23 06:46:00,S1,0.308696746701885,0.29399690162084285
2025-09-23 06:47:00,S1,0.31825896730088515,0.30310377838179536
2025-09-23 06:48:00,S1,0.32803730045319407,0.3124164766220896
2025-09-23 06:49:00,S1,0.3380297924974456,0.32193313571185295
2025-09-23 06:50:00,S1,0.34823409618142154,0.3316515201727824
2025-09-23 06:51:00,S1,0.3586474612366189,0.3415690107015418
2025-09-23 06:52:00,S1,0.3692667256288431,0.3516825958369934
2025-09-23 06:53:00,S1,0.38008830753513984,0.36198886431918076
2025-09-23 06:54:00,S1,0.3911081980965921,0.37248399818723055
2025-09-23 06:55:00,S1,0.40232195499549694,0.383163766662378
2025-09-23 06:56:00,S1,0.4137246969042016,0.3940235208611444
2025-09-23 06:57:00,S1,0.42531109885139956,0.40505818938228527
2025-09-23 06:58:00,S1,0.43707538854998973,0.416262274809514
2025-09-23 06:59:00,S1,0.44901134372866003,0.4276298511701524
2025-09-23 07:00:00,S1,0.46111229050718744,0.43915456238779754
2025-09-23 07:01:00,S1,0.47337110285304945,0.450829621764809
2025-09-23 07:02:00,S1,0.48578020315431564,0.46264781252791964
2025-09-23 07:03:00,S1,0.498331563940943,0.47460148946756475
2025-09-23 07:04:00,S1,0.5110167107835354,0.4866825816986051
2025-09-23 07:05:00,S1,0.523826726395364,0.4988825965670133
2025-09-23 07:06:00,S1,0.5367522559599717,0.5111926247237826
2025-09-23 07:07:00,S1,0.5497835137030316,0.5236033463838395
2025-09-23 07:08:00,S1,0.5629102907232947,0.5361050387840901
2025-09-23 07:09:00,S1,0.5761219640934566,0.5486875848509111
2025-09-23 07:10:00,S1,0.5894075072376266,0.5613404830834539
2025-09-23 07:11:00,S1,0.6027555015877842,0.5740528586550325
2025-09-23 07:12:00,S1,0.6161541495171976,0.5868134757306643
2025-09-23 07:13:00,S1,0.6295912885442627,0.5996107509945359
2025-09-23 07:14:00,S1,0.6430544067956073,0.6124327683767689
2025-09-23 07:15:00,S1,0.6565306597126335,0.6252672949644128
2025-09-23 07:16:00,S1,0.6700068879809459,0.6381017980770913
2025-09-23 07:17:00,S1,0.6834696366573507,0.6509234634831912
2025-09-23 07:18:00,S1,0.6969051754643524,0.6637192147279546
2025-09-23 07:19:00,S1,0.7102995202173131,0.6764757335402982
2025-09-23 07:20:00,S1,0.7236384553447268,0.6891794812806922
2025-09-23 07:21:00,S1,0.7369075574573878,0.7018167213879883
2025-09-23 07:22:00,S1,0.7500922199176513,0.7143735427787155
2025-09-23 07:23:00,S1,0.76317767835549,0.7268358841480856
2025-09-23 07:24:00,S1,0.7761490370736909,0.7391895591178008
2025-09-23 07:25:00,S1,0.7889912962803088,0.7514202821717226
2025-09-23 07:26:00,S1,0.8016893800824371,0.7635136953166067
2025-09-23 07:27:00,S1,0.8142281651714905,0.7754553954014195
2025-09-23 07:28:00,S1,0.8265925101265281,0.7872309620252649
2025-09-23 07:29:00,S1,0.8387672852587114,0.7988259859606774
2025-09-23 07:30:00,S1,0.8507374029168081,0.8102260980160076
2025-09-23 07:31:00,S1,0.8624878481707274,0.8214169982578357
2025-09-23 07:32:00,S1,0.8740037097874372,0.832384485511845
2025-09-23 07:33:00,S1,0.885270211411272,0.8431144870583543
2025-09-23 07:34:00,S1,0.8962727428586205,0.8535930884367814
2025-09-23 07:35:00,S1,0.906996891435279,0.8638065632716942
2025-09-23 07:36:00,S1,0.9174284731834108,0.8737414030318198
2025-09-23 07:37:00,S1,0.9275535639640377,0.8833843466324168
2025-09-23 07:38:00,S1,0.9373585302803528,0.8927224097908121
2025-09-23 07:39:00,S1,0.9468300597468688,0.9017429140446369
2025-09-23 07:40:00,S1,0.9559551911095097,0.9104335153423901
2025-09-23 07:41:00,S1,0.964721343722234,0.9187822321164133
2025-09-23 07:42:00,S1,0.9731163463866358,0.9267774727491769
2025-09-23 07:43:00,S1,0.9811284654622024,0.9344080623449547
2025-09-23 07:44:00,S1,0.988746432156527,0.9416632687205019
2025-09-23 07:45:00,S1,0.9959594689067655,0.9485328275302528
2025-09-23 07:46:00,S1,1.0027573147659876,0.9550069664437977
2025-09-23 07:47:00,S1,1.0091302497107983,0.9610764282959984
2025-09-23 07:48:00,S1,1.0150691177896805,0.966732493133029
2025-09-23 07:49:00,S1,1.0205653490349351,0.9719669990808906
2025-09-23 07:50:00,S1,1.0256109800648459,0.9767723619665198
2025-09-23 07:51:00,S1,1.0301986733067552,0.981141593625481
2025-09-23 07:52:00,S1,1.0343217347761178,0.9850683188343978
2025-09-23 07:53:00,S1,1.037974130351234,0.988546790810699
2025-09-23 07:54:00,S1,1.0411505004882848,0.9915719052269379
2025-09-23 07:55:00,S1,1.0438461733264413,0.9941392126918488
2025-09-23 07:56:00,S1,1.046057176138191,0.9962449296554199
